crime,log_pibpc,pop_scales,edad_media,ratio_mh,urban,densidad,hab_dom
Não,10.403813042334914,Até 10.000,35.5,96.1,"(80,90]","(-Inf,25]",2.83
Sim,9.738270869724936,De 10.001 a 50.000,38.2,100,"(97.5,100]","(25,50]",2.74
Sim,10.279963849260424,Até 10.000,35.6,97.1,"(80,90]","(-Inf,25]",2.84
Sim,10.47480545995048,De 10.001 a 50.000,37.4,101.4,"(90,95]","(25,50]",2.84
Não,9.36066545782697,Até 10.000,36.2,105.8,"(95,97.5]","(25,50]",2.9
Sim,10.540123110041861,Até 10.000,36.3,95,"(-Inf,80]","(50,100]",2.84
Sim,11.663800299355666,Mais de 100.000,38.1,104.9,"(95,97.5]","(500, Inf]",2.86
Não,10.300286215257348,De 10.001 a 50.000,38.4,91,"(80,90]","(25,50]",3.04
Sim,9.820391772309376,De 10.001 a 50.000,35.6,100.3,"(-Inf,80]","(-Inf,25]",2.93
Sim,9.798845667490347,De 10.001 a 50.000,34.3,99.4,"(80,90]","(50,100]",2.92
Não,9.460754283802718,Até 10.000,39.3,98.8,"(-Inf,80]","(-Inf,25]",2.62
Sim,10.637801868048516,De 10.001 a 50.000,37.2,103.4,"(90,95]","(50,100]",2.92
Não,9.811379390795906,Até 10.000,36.3,41.6,"(-Inf,80]","(-Inf,25]",4.65
Não,9.584937941821291,Até 10.000,34.1,100.1,"(90,95]","(25,50]",3.11
Sim,10.430101580905841,Mais de 100.000,35.8,100.6,"(97.5,100]","(100,500]",2.91
Sim,10.750816126737371,De 50.001 a 100.000,36.7,102.4,"(97.5,100]","(50,100]",2.97
Sim,10.754244494824007,Mais de 100.000,37.7,104.1,"(97.5,100]","(500, Inf]",2.9
Não,10.099198651324052,Até 10.000,37.5,103.2,"(97.5,100]","(100,500]",2.74
Sim,11.184359312737609,De 50.001 a 100.000,38.4,106.2,"(97.5,100]","(100,500]",2.84
Sim,10.401858437034527,De 50.001 a 100.000,36.7,107.1,"(97.5,100]","(100,500]",2.98
Não,9.687109811421825,Até 10.000,40.4,92.8,"(80,90]","(-Inf,25]",2.68
Sim,12.736948777632007,De 10.001 a 50.000,33.8,98.5,"(97.5,100]","(500, Inf]",2.91
Sim,9.864607941201006,De 10.001 a 50.000,38.7,90.7,"(80,90]","(50,100]",2.97
Não,10.080556170104185,Até 10.000,37.5,102.9,"(80,90]","(-Inf,25]",2.91
Sim,11.509897485263261,De 10.001 a 50.000,33.9,94.5,"(97.5,100]","(-Inf,25]",2.98
Não,9.500342251593437,Até 10.000,36,93.8,"(90,95]","(25,50]",2.93
Não,9.71853052594049,Até 10.000,36.5,106.7,"(95,97.5]","(25,50]",2.96
Não,10.235624333206578,Até 10.000,38.2,102.1,"(80,90]","(-Inf,25]",2.67
Não,10.549475251141406,De 10.001 a 50.000,36.3,100.1,"(97.5,100]","(50,100]",3.12
Não,9.99856406867959,Até 10.000,41.2,99.8,"(90,95]","(25,50]",2.59
Não,9.953213944973738,Até 10.000,41.5,102,"(-Inf,80]","(-Inf,25]",2.63
Não,10.335105020293447,Até 10.000,41.5,97.3,"(80,90]","(-Inf,25]",2.59
Sim,10.5239769396939,De 10.001 a 50.000,35.6,102,"(80,90]","(100,500]",2.97
Sim,9.856923059721664,Mais de 100.000,35.4,99.4,"(90,95]","(100,500]",3.13
Não,10.069145201097632,Até 10.000,37.7,101.9,"(90,95]","(25,50]",2.82
Não,9.969823363829695,Até 10.000,35.9,60,"(-Inf,80]","(-Inf,25]",3.58
Não,10.285703821977249,De 10.001 a 50.000,37.7,101.8,"(90,95]","(25,50]",2.73
Não,11.017375078456393,Até 10.000,39.2,97,"(90,95]","(25,50]",2.68
Não,9.582864845889892,Até 10.000,38.3,96.1,"(80,90]","(-Inf,25]",2.72
Sim,10.503139105994775,Mais de 100.000,38.2,107.4,"(95,97.5]","(100,500]",2.85
Não,9.798055367643457,Até 10.000,39.4,98.1,"(80,90]","(25,50]",2.76
Sim,9.85030879757386,De 10.001 a 50.000,37.5,93.8,"(80,90]","(-Inf,25]",2.95
Sim,10.813088155319239,De 50.001 a 100.000,38.1,103,"(97.5,100]","(100,500]",2.86
Sim,10.483071220219234,Mais de 100.000,35.3,104.8,"(97.5,100]","(500, Inf]",2.9
Não,10.479377621617322,Até 10.000,39.4,98.9,"(80,90]","(25,50]",2.67
Sim,11.035976653685019,Até 10.000,40.6,107.5,"(-Inf,80]","(-Inf,25]",2.74
Não,10.366898246064864,Até 10.000,38.5,101.2,"(80,90]","(-Inf,25]",2.72
Sim,10.79337106271749,De 10.001 a 50.000,36.1,101.6,"(95,97.5]","(25,50]",2.81
Não,9.548603860490255,De 10.001 a 50.000,36.6,101.8,"(95,97.5]","(50,100]",2.95
Sim,9.941312099194706,De 10.001 a 50.000,34.1,101.6,"(-Inf,80]","(-Inf,25]",3.03
Não,10.04445746067895,Até 10.000,40.5,103.5,"(-Inf,80]","(-Inf,25]",2.5
Não,9.975264345315694,De 10.001 a 50.000,38.6,84.5,"(90,95]","(25,50]",3.18
Sim,9.940234535463244,De 10.001 a 50.000,38.5,99.7,"(-Inf,80]","(-Inf,25]",2.8
Sim,10.418544013674335,De 50.001 a 100.000,38.7,103.9,"(95,97.5]","(100,500]",2.78
Não,10.520131047357019,Até 10.000,37.9,97.4,"(80,90]","(25,50]",2.82
Sim,10.384375791407203,De 50.001 a 100.000,38.6,101.9,"(95,97.5]","(50,100]",2.92
Sim,10.54176082543069,Mais de 100.000,35.5,105.5,"(90,95]","(500, Inf]",2.98
Sim,10.571077152778951,Mais de 100.000,37.3,102.7,"(95,97.5]","(100,500]",2.93
Sim,10.863217969786337,De 50.001 a 100.000,38.5,104.2,"(95,97.5]","(100,500]",2.87
Sim,10.305414073891118,Até 10.000,35.6,98.1,"(80,90]","(-Inf,25]",3.09
Não,10.132732452708314,Até 10.000,41.4,97.2,"(80,90]","(-Inf,25]",2.67
Sim,9.940017147877919,De 50.001 a 100.000,35.6,102.4,"(97.5,100]","(100,500]",3.05
Não,10.126887071087928,Até 10.000,39.2,100.7,"(-Inf,80]","(50,100]",2.79
Sim,10.598664920869544,De 10.001 a 50.000,39.5,103.9,"(95,97.5]","(100,500]",2.8
Sim,10.172966066000255,De 10.001 a 50.000,39.3,103,"(90,95]","(25,50]",2.72
Sim,10.340480720036563,De 10.001 a 50.000,38.8,101.4,"(95,97.5]","(50,100]",2.79
Não,10.101379344966809,Até 10.000,41.4,104.3,"(80,90]","(-Inf,25]",2.64
Sim,9.595362607875128,Até 10.000,38,94.6,"(-Inf,80]","(-Inf,25]",2.79
Sim,10.991498343387873,De 50.001 a 100.000,34.1,101.2,"(95,97.5]","(100,500]",3.02
Sim,10.296113253760472,De 10.001 a 50.000,34.5,97,"(97.5,100]","(-Inf,25]",2.9
Sim,10.563874684829816,De 10.001 a 50.000,35.9,100.8,"(90,95]","(50,100]",3.02
Não,9.857353034016246,Até 10.000,37.1,99.5,"(80,90]","(-Inf,25]",2.77
Não,9.736670576124215,Até 10.000,41.6,103.1,"(-Inf,80]","(-Inf,25]",2.69
Sim,10.487069556895914,Até 10.000,34.6,101,"(95,97.5]","(-Inf,25]",2.86
Não,10.363775701474147,Até 10.000,34.7,98.9,"(80,90]","(-Inf,25]",2.9
Não,9.305075841211476,Até 10.000,38.9,95.1,"(-Inf,80]","(-Inf,25]",2.6
Sim,9.908319858118096,De 10.001 a 50.000,36.2,96.5,"(95,97.5]","(50,100]",2.93
Sim,10.137521982348874,Até 10.000,42.4,102.8,"(90,95]","(25,50]",2.67
Sim,10.245980556479273,De 10.001 a 50.000,42.1,104.9,"(80,90]","(-Inf,25]",2.66
Não,9.818610260403027,Até 10.000,36.1,91.7,"(90,95]","(25,50]",2.75
Sim,10.060068134900424,Até 10.000,38.5,102.5,"(80,90]","(25,50]",2.73
Não,9.483235149301436,Até 10.000,32.1,97.4,"(80,90]","(25,50]",3.05
Não,9.88679042817019,Até 10.000,44.3,98.5,"(-Inf,80]","(-Inf,25]",2.63
Não,10.578795047967715,Até 10.000,38.2,105.6,"(80,90]","(-Inf,25]",2.71
Não,9.912806495987402,De 10.001 a 50.000,35.3,103,"(95,97.5]","(50,100]",2.9
Não,9.947654665902569,De 10.001 a 50.000,37.6,99.2,"(90,95]","(25,50]",2.76
Não,9.628599289171271,Até 10.000,40.5,100.9,"(90,95]","(50,100]",2.66
Não,10.54290399687502,Até 10.000,34.9,102,"(80,90]","(-Inf,25]",2.87
Não,9.390434449779786,Até 10.000,33.7,88.2,"(90,95]","(25,50]",2.93
Não,9.358628471843616,Até 10.000,36.7,92.2,"(90,95]","(50,100]",2.76
Sim,11.120686849883977,De 50.001 a 100.000,37.2,102.4,"(97.5,100]","(500, Inf]",2.88
Não,10.305130699580365,De 10.001 a 50.000,38.1,101.2,"(90,95]","(25,50]",2.72
Sim,10.937214771136633,Até 10.000,38,101.1,"(95,97.5]","(-Inf,25]",2.8
Não,10.159937438419458,Até 10.000,38.2,98.1,"(80,90]","(-Inf,25]",2.75
Não,10.513700849999804,Até 10.000,39.9,102.3,"(-Inf,80]","(-Inf,25]",2.72
Sim,10.606421436701646,De 50.001 a 100.000,38.4,103.6,"(95,97.5]","(50,100]",2.82
Sim,10.565661733849165,Até 10.000,36.5,96.2,"(80,90]","(-Inf,25]",2.92
Não,9.692562796766355,Até 10.000,39,105.6,"(95,97.5]","(25,50]",2.87
Não,10.719129539793448,Até 10.000,34.6,98.3,"(90,95]","(25,50]",2.76
Sim,10.630018492407089,De 10.001 a 50.000,37.3,104.3,"(95,97.5]","(100,500]",2.96
Sim,11.700152470353451,Mais de 100.000,35.6,107.7,"(97.5,100]","(500, Inf]",2.97
Não,10.482630019333318,Até 10.000,41.5,108.8,"(80,90]","(-Inf,25]",2.71
Sim,10.167043030304175,De 10.001 a 50.000,40.1,100.9,"(90,95]","(100,500]",2.84
Sim,10.314095413989948,Mais de 100.000,37.3,106.2,"(95,97.5]","(100,500]",2.86
Não,10.586178254171578,Até 10.000,36.9,102.4,"(90,95]","(25,50]",2.76
Não,9.557606289530046,Até 10.000,36.5,103.3,"(90,95]","(25,50]",2.77
Não,9.980291636910744,De 10.001 a 50.000,39,71.8,"(-Inf,80]","(25,50]",3.38
Não,10.200264391930828,De 10.001 a 50.000,38.9,98.8,"(80,90]","(-Inf,25]",2.69
Não,9.171181576905937,De 10.001 a 50.000,33.8,89.1,"(95,97.5]","(100,500]",2.88
Não,9.912547883496464,Até 10.000,41.8,101.5,"(80,90]","(25,50]",2.67
Sim,10.354119761502574,De 10.001 a 50.000,39.1,105.5,"(90,95]","(25,50]",2.75
Sim,9.806494707844948,De 10.001 a 50.000,36,101.5,"(97.5,100]","(25,50]",2.79
Sim,10.470864005599957,De 10.001 a 50.000,36.9,99.9,"(90,95]","(25,50]",2.93
Sim,9.700394759495767,De 10.001 a 50.000,36.3,99.2,"(-Inf,80]","(-Inf,25]",2.94
Não,10.30832546399759,Até 10.000,38.2,97,"(90,95]","(25,50]",2.8
Não,10.56047140138532,De 10.001 a 50.000,35,98.1,"(80,90]","(-Inf,25]",2.86
Não,10.40485236361538,Até 10.000,39.6,96.7,"(90,95]","(25,50]",2.64
Sim,10.39018389251228,De 10.001 a 50.000,40.3,97.9,"(80,90]","(25,50]",2.68
Sim,10.670879820849022,Até 10.000,34.6,98.4,"(80,90]","(25,50]",3.02
Sim,10.227366540299727,De 10.001 a 50.000,35.5,103.3,"(-Inf,80]","(50,100]",2.99
Não,10.736838534358954,Até 10.000,40.6,98.2,"(80,90]","(-Inf,25]",2.6
Sim,10.8010216738478,De 10.001 a 50.000,35.7,98.8,"(80,90]","(-Inf,25]",3
Não,10.031955962366489,Até 10.000,35.3,94.8,"(80,90]","(-Inf,25]",2.92
Sim,12.802186129383458,Mais de 100.000,35,102.6,"(97.5,100]","(500, Inf]",3.03
Não,9.922488387894807,Até 10.000,38.7,95.5,"(-Inf,80]","(-Inf,25]",2.79
Não,10.157287555881062,Até 10.000,37.4,100,"(90,95]","(-Inf,25]",2.68
Sim,10.723542456325745,De 10.001 a 50.000,36.1,100.8,"(90,95]","(50,100]",3
Não,9.652798714247277,Até 10.000,38.4,93.1,"(-Inf,80]","(25,50]",2.85
Não,10.159990828764407,Até 10.000,42,95,"(-Inf,80]","(-Inf,25]",2.62
Sim,11.085513322968678,De 10.001 a 50.000,36.2,98.4,"(-Inf,80]","(-Inf,25]",2.9
Sim,10.219558811456686,De 10.001 a 50.000,37.2,102.6,"(97.5,100]","(100,500]",2.93
Não,10.68137768498718,Até 10.000,39.5,102.3,"(80,90]","(-Inf,25]",2.87
Sim,9.547809254637837,De 10.001 a 50.000,35.5,100.9,"(-Inf,80]","(-Inf,25]",2.9
Sim,10.190949600784359,De 50.001 a 100.000,38.8,105.6,"(95,97.5]","(50,100]",2.82
Sim,10.317414094861883,De 10.001 a 50.000,38,104.8,"(90,95]","(25,50]",2.84
Não,10.074275350516272,Até 10.000,36.5,97.7,"(-Inf,80]","(25,50]",2.85
Sim,10.143467375075103,De 50.001 a 100.000,35.1,106.2,"(97.5,100]","(100,500]",3
Não,9.707512813789744,Até 10.000,37.6,100,"(90,95]","(25,50]",2.97
Sim,10.095154884539014,De 50.001 a 100.000,36.9,98.2,"(-Inf,80]","(50,100]",3.03
Sim,10.18596849754402,De 10.001 a 50.000,35.4,98.4,"(80,90]","(25,50]",3.05
Sim,10.86426682891335,Mais de 100.000,35.9,103.8,"(95,97.5]","(100,500]",3.03
Sim,10.044805240632833,De 10.001 a 50.000,38.4,97.4,"(90,95]","(50,100]",2.87
Sim,9.850163249678062,De 10.001 a 50.000,38.3,101.2,"(-Inf,80]","(50,100]",2.85
Não,9.667097907804855,Até 10.000,39.3,105.6,"(80,90]","(-Inf,25]",2.66
Não,9.401165669261358,De 10.001 a 50.000,38.9,106.7,"(90,95]","(50,100]",2.9
Sim,9.93580177840985,De 10.001 a 50.000,37.4,102.4,"(97.5,100]","(50,100]",2.89
Sim,11.181626384473391,Mais de 100.000,37.7,104.7,"(97.5,100]","(100,500]",2.89
Sim,10.21324063344345,De 10.001 a 50.000,38.2,106.5,"(90,95]","(50,100]",2.8
Não,9.933973594660785,De 10.001 a 50.000,37.3,83.3,"(80,90]","(25,50]",3.21
Não,10.128047700004048,De 10.001 a 50.000,39.9,99.5,"(90,95]","(50,100]",2.84
Não,10.1790151831157,De 10.001 a 50.000,32.6,103.1,"(97.5,100]","(100,500]",3.09
Não,10.202274981611227,De 10.001 a 50.000,37,105,"(95,97.5]","(50,100]",2.9
Sim,10.57463398169426,De 50.001 a 100.000,38.6,105.2,"(90,95]","(100,500]",2.79
Sim,9.809343892083467,De 10.001 a 50.000,37.9,102.9,"(80,90]","(25,50]",3
Sim,10.280504831044041,De 10.001 a 50.000,34.6,97.3,"(97.5,100]","(50,100]",2.9
Não,10.185072827229577,Até 10.000,35,94.3,"(80,90]","(-Inf,25]",2.91
Não,10.173139810330373,Até 10.000,36,94.2,"(80,90]","(-Inf,25]",2.84
Sim,10.573154466567145,Mais de 100.000,34.8,105.9,"(97.5,100]","(500, Inf]",3.09
Não,9.96250900761428,Até 10.000,39.2,103.3,"(80,90]","(25,50]",2.75
Não,11.010835242910641,De 10.001 a 50.000,38.4,104.1,"(90,95]","(25,50]",2.82
Sim,9.993310888926235,Até 10.000,41.6,98.3,"(80,90]","(-Inf,25]",2.61
Sim,9.840342726420976,De 10.001 a 50.000,33.1,90,"(97.5,100]","(100,500]",2.95
Não,9.766794596002594,Até 10.000,36.2,91.5,"(80,90]","(-Inf,25]",2.77
Não,10.35630146909915,Até 10.000,39.1,104.2,"(80,90]","(-Inf,25]",2.74
Não,10.097682095646611,Até 10.000,40.9,101,"(80,90]","(-Inf,25]",2.55
Sim,9.929314643313917,Até 10.000,38.4,97.8,"(-Inf,80]","(25,50]",2.77
Sim,10.972854329881969,De 50.001 a 100.000,37,100.3,"(80,90]","(50,100]",2.97
Sim,10.593678367350169,De 50.001 a 100.000,37.6,102.8,"(97.5,100]","(100,500]",2.9
Sim,9.344820564347836,De 10.001 a 50.000,33.8,79.3,"(-Inf,80]","(100,500]",3.62
Não,10.23255817898303,De 10.001 a 50.000,38.9,97.5,"(90,95]","(25,50]",2.82
Não,9.33264915098896,Até 10.000,33.4,39.2,"(-Inf,80]","(25,50]",5.3
Sim,10.333604296785385,De 10.001 a 50.000,35.2,97.5,"(90,95]","(100,500]",3
Sim,10.10460142250922,Mais de 100.000,35.4,108.3,"(97.5,100]","(500, Inf]",2.9
Não,10.033512680392318,Até 10.000,34.4,94.6,"(80,90]","(25,50]",2.93
Não,9.826908298510025,Até 10.000,38.9,102,"(80,90]","(-Inf,25]",2.73
Não,10.0401424992823,De 10.001 a 50.000,40.9,105.1,"(80,90]","(-Inf,25]",2.71
Não,9.909461671895773,De 10.001 a 50.000,37.1,105.7,"(90,95]","(25,50]",2.8
Sim,10.549385880495462,Mais de 100.000,38.4,108,"(97.5,100]","(100,500]",2.77
Sim,9.910637431127274,De 10.001 a 50.000,39.6,100.6,"(95,97.5]","(50,100]",2.78
Não,10.436609456565625,De 10.001 a 50.000,36.4,102.3,"(80,90]","(50,100]",2.97
Sim,10.335530973857963,Até 10.000,37.6,92.9,"(-Inf,80]","(-Inf,25]",2.85
Sim,10.476398284030783,De 10.001 a 50.000,36,101.1,"(95,97.5]","(-Inf,25]",2.89
Não,12.464933549621636,Até 10.000,34.5,96.9,"(90,95]","(-Inf,25]",2.84
Sim,10.204452515502325,De 10.001 a 50.000,35.5,96.9,"(80,90]","(50,100]",3.34
Não,10.121939716481332,Até 10.000,38.1,103,"(90,95]","(-Inf,25]",2.77
Sim,10.505444180961076,Até 10.000,36.4,102.7,"(90,95]","(50,100]",3.12
Sim,10.38411300742896,De 10.001 a 50.000,38.1,104.5,"(90,95]","(-Inf,25]",2.76
Não,9.575982292146241,Até 10.000,38.2,94.3,"(-Inf,80]","(-Inf,25]",2.79
Não,10.546247606961396,De 10.001 a 50.000,38.4,102.8,"(90,95]","(50,100]",2.8
Não,9.91771387679992,Até 10.000,35,57.3,"(-Inf,80]","(-Inf,25]",3.82
Sim,10.561877901980079,De 50.001 a 100.000,36.1,104.4,"(80,90]","(50,100]",2.95
Sim,10.083073704853508,Até 10.000,33.4,100.3,"(80,90]","(25,50]",3.24
Não,9.629300017859055,Até 10.000,37,96.8,"(-Inf,80]","(-Inf,25]",2.94
Sim,10.054800782034519,De 10.001 a 50.000,35.4,99.9,"(90,95]","(25,50]",2.91
Não,9.724588133543431,De 10.001 a 50.000,33.6,95.4,"(-Inf,80]","(25,50]",2.96
Não,10.353373611146237,Até 10.000,35,95.3,"(80,90]","(25,50]",2.89
Não,10.496207031083584,Até 10.000,39.5,101.2,"(80,90]","(-Inf,25]",2.86
Não,9.806021901371585,Até 10.000,41.5,103.3,"(80,90]","(-Inf,25]",2.67
Não,10.161455629454508,Até 10.000,36.2,98.3,"(-Inf,80]","(-Inf,25]",2.96
Sim,10.187279819494162,Mais de 100.000,37.7,104.6,"(97.5,100]","(500, Inf]",2.95
Sim,10.864113014046074,Mais de 100.000,37.4,107.8,"(97.5,100]","(500, Inf]",2.78
Não,9.370429100927232,Até 10.000,37.4,104.1,"(-Inf,80]","(-Inf,25]",2.8
Não,10.454799530501463,Até 10.000,39.1,100.5,"(80,90]","(-Inf,25]",2.69
Sim,9.818362032563435,De 10.001 a 50.000,36.4,99.8,"(80,90]","(25,50]",2.96
Sim,10.350449307535449,Até 10.000,40,99.3,"(90,95]","(25,50]",2.76
Sim,10.870868278133655,Mais de 100.000,38,105.6,"(97.5,100]","(100,500]",2.81
Sim,10.556538256573974,De 10.001 a 50.000,35.1,98.6,"(97.5,100]","(100,500]",2.98
Sim,9.591880206347534,De 50.001 a 100.000,34.6,102.7,"(97.5,100]","(500, Inf]",2.87
Não,9.873090198808539,De 10.001 a 50.000,34.9,78.3,"(-Inf,80]","(-Inf,25]",3.28
Não,11.308905756708722,De 10.001 a 50.000,37.4,103.6,"(95,97.5]","(-Inf,25]",2.77
Sim,10.25523186084465,De 10.001 a 50.000,35.4,99,"(95,97.5]","(50,100]",3.02
Não,9.968261202278802,Até 10.000,36.3,98.5,"(-Inf,80]","(-Inf,25]",2.8
Não,10.251433358162458,Até 10.000,41.1,104.4,"(80,90]","(-Inf,25]",2.71
Não,9.877924586297882,Até 10.000,38.4,101.4,"(90,95]","(-Inf,25]",2.82
Não,9.707795609159987,Até 10.000,39.1,102.7,"(80,90]","(-Inf,25]",2.77
Não,10.077329088707543,Até 10.000,38.3,99.1,"(90,95]","(-Inf,25]",2.78
Sim,12.679151665909012,De 10.001 a 50.000,38.2,102.6,"(90,95]","(25,50]",2.92
Sim,9.444535429805253,De 10.001 a 50.000,35.1,100.4,"(-Inf,80]","(25,50]",3.1
Não,9.667019371319551,Até 10.000,37.8,96.5,"(90,95]","(25,50]",2.79
Sim,10.352487771334072,Até 10.000,39.3,102.4,"(80,90]","(50,100]",2.9
Sim,11.122020885985702,Mais de 100.000,36.7,102.9,"(97.5,100]","(500, Inf]",2.92
Sim,10.671125364169388,De 10.001 a 50.000,35.7,102.2,"(-Inf,80]","(100,500]",3.16
Sim,10.11110235451271,Até 10.000,37,102.9,"(90,95]","(25,50]",2.85
Não,11.373794538462674,Até 10.000,34.7,97.8,"(80,90]","(-Inf,25]",3
Sim,10.003813767339715,De 10.001 a 50.000,38,100.1,"(90,95]","(25,50]",2.79
Não,10.175698562903323,Até 10.000,41.4,99.5,"(80,90]","(-Inf,25]",2.59
Sim,10.400746361848315,Mais de 100.000,38.2,102.5,"(97.5,100]","(500, Inf]",2.87
Sim,9.82901559106941,De 10.001 a 50.000,37.8,101.9,"(80,90]","(50,100]",2.89
Não,10.535416825945694,Até 10.000,40.4,95.1,"(80,90]","(-Inf,25]",2.73
Sim,10.31585147566878,Até 10.000,39.2,103.7,"(-Inf,80]","(25,50]",2.77
Sim,10.165955273190304,Até 10.000,37,103.5,"(-Inf,80]","(-Inf,25]",2.92
Sim,9.687845171963126,De 10.001 a 50.000,35.6,97.9,"(97.5,100]","(100,500]",2.91
Sim,10.683282502321745,De 10.001 a 50.000,37.7,104.8,"(90,95]","(25,50]",2.87
Sim,9.747893414757852,Até 10.000,36,95.4,"(95,97.5]","(25,50]",2.85
Não,10.574497247137609,De 10.001 a 50.000,39.9,108.6,"(95,97.5]","(100,500]",2.67
Sim,11.269076273766665,De 10.001 a 50.000,34.1,98.5,"(97.5,100]","(100,500]",2.83
Sim,10.22896384040769,De 50.001 a 100.000,35.8,101.4,"(80,90]","(100,500]",2.95
Sim,9.52251040193157,Até 10.000,35.1,101.4,"(95,97.5]","(50,100]",3.01
Sim,9.952102463254333,Até 10.000,34.4,99.4,"(90,95]","(-Inf,25]",2.91
Não,9.890921428477002,Até 10.000,37.9,102.2,"(90,95]","(-Inf,25]",2.73
Não,10.030186721080938,Até 10.000,45.3,98.8,"(-Inf,80]","(-Inf,25]",2.53
Sim,11.151328427378699,Mais de 100.000,34.3,103,"(97.5,100]","(500, Inf]",3.04
Não,10.15802899063775,Até 10.000,43.6,102.3,"(-Inf,80]","(-Inf,25]",2.59
Sim,10.162059249687973,De 10.001 a 50.000,40.8,106.8,"(90,95]","(25,50]",2.8
Sim,10.206975304531827,De 10.001 a 50.000,37.8,103.4,"(95,97.5]","(50,100]",2.9
Não,10.06809649643143,Até 10.000,42.4,98.1,"(-Inf,80]","(-Inf,25]",2.63
Não,9.915523825111245,De 10.001 a 50.000,39.3,105.8,"(90,95]","(25,50]",2.79
Sim,10.688062157479312,Mais de 100.000,38.3,108.1,"(97.5,100]","(500, Inf]",2.87
Sim,10.05372487085723,Até 10.000,38.3,95.9,"(-Inf,80]","(-Inf,25]",2.75
Sim,10.859678958645315,De 10.001 a 50.000,35.8,99.8,"(95,97.5]","(100,500]",2.9
Não,10.147051579454622,Até 10.000,37.8,98.5,"(80,90]","(-Inf,25]",2.77
Sim,10.28617043876168,Até 10.000,39.4,96.3,"(-Inf,80]","(50,100]",2.92
Não,9.80258209833854,Até 10.000,36.5,100.8,"(-Inf,80]","(25,50]",2.92
Não,9.488545429043354,Até 10.000,39.2,100.5,"(90,95]","(25,50]",2.7
Não,9.593900644696298,Até 10.000,35.9,98.6,"(97.5,100]","(25,50]",2.8
Sim,10.881854088046966,Mais de 100.000,40.4,116.5,"(97.5,100]","(500, Inf]",2.77
Não,9.918907058563724,De 10.001 a 50.000,39,100.4,"(-Inf,80]","(25,50]",2.83
Sim,11.054188369309621,Mais de 100.000,36.9,106.9,"(97.5,100]","(500, Inf]",2.86
Sim,11.41529212872647,Mais de 100.000,41.8,115.1,"(97.5,100]","(500, Inf]",2.76
Sim,10.800043426817686,Mais de 100.000,38.1,104.2,"(95,97.5]","(100,500]",2.78
Não,9.7394038700389,Até 10.000,40.9,101.6,"(80,90]","(25,50]",2.66
Sim,10.534726616076954,De 50.001 a 100.000,39.4,106.5,"(95,97.5]","(100,500]",2.74
Não,9.813940782333567,Até 10.000,39.9,103.6,"(-Inf,80]","(-Inf,25]",2.7
Não,9.931715372325995,Até 10.000,39,100.1,"(80,90]","(-Inf,25]",2.72
Não,10.049241939082364,Até 10.000,42.9,103.6,"(80,90]","(-Inf,25]",2.66
Sim,10.280296980465222,De 50.001 a 100.000,37.2,104.6,"(97.5,100]","(100,500]",2.89
Sim,9.89079737171961,Até 10.000,34.8,96.7,"(90,95]","(25,50]",2.95
Não,9.42947509867968,Até 10.000,37,101,"(-Inf,80]","(-Inf,25]",2.82
Sim,10.511450413293229,De 50.001 a 100.000,38.8,104,"(90,95]","(100,500]",2.94
Sim,10.651519619986685,Mais de 100.000,38.7,107.5,"(90,95]","(500, Inf]",2.71
Sim,11.032124716046845,Mais de 100.000,36.1,104.6,"(97.5,100]","(500, Inf]",2.97
Sim,9.71665121946004,De 10.001 a 50.000,35.2,99.4,"(90,95]","(50,100]",2.9
Não,9.687765146280421,De 10.001 a 50.000,38.3,97.6,"(-Inf,80]","(-Inf,25]",2.76
Sim,10.207368708488582,De 10.001 a 50.000,37.1,104.9,"(97.5,100]","(50,100]",2.99
Sim,10.10786532284322,De 10.001 a 50.000,35.5,98,"(-Inf,80]","(25,50]",2.95
Sim,11.07699408749675,Mais de 100.000,36.7,109.9,"(97.5,100]","(500, Inf]",2.87
Sim,10.066014057005212,De 10.001 a 50.000,38.1,106.2,"(80,90]","(50,100]",2.8
Não,10.05172478233132,Até 10.000,36.7,97.3,"(-Inf,80]","(-Inf,25]",2.79
Sim,10.503788639935177,De 50.001 a 100.000,37.3,104.6,"(95,97.5]","(100,500]",3
Sim,10.637050885273466,De 50.001 a 100.000,34.2,102,"(97.5,100]","(100,500]",2.77
Não,10.109121094496123,De 10.001 a 50.000,38,96.5,"(-Inf,80]","(25,50]",2.9
Sim,10.354139833893813,De 10.001 a 50.000,37.7,103.4,"(90,95]","(-Inf,25]",2.91
Sim,9.655697121960761,Mais de 100.000,36.1,107.8,"(97.5,100]","(500, Inf]",2.95
Sim,9.675051897711581,De 10.001 a 50.000,35.3,99.5,"(80,90]","(25,50]",2.9
Não,9.810272975421858,Até 10.000,36.4,99,"(80,90]","(25,50]",2.92
Não,11.205501395384223,Até 10.000,40.2,100,"(80,90]","(-Inf,25]",2.6
Sim,9.564248291230593,De 10.001 a 50.000,34.7,67.7,"(-Inf,80]","(25,50]",3.98
Sim,10.042124079259898,De 10.001 a 50.000,34.1,100.6,"(97.5,100]","(100,500]",3.01
Sim,10.209669565921235,De 10.001 a 50.000,39.9,106.8,"(80,90]","(100,500]",2.8
Sim,10.709480712633676,Mais de 100.000,36.2,102,"(97.5,100]","(100,500]",2.94
Não,10.153452960186625,De 10.001 a 50.000,35.1,98.3,"(-Inf,80]","(-Inf,25]",2.99
